%vehicle;startx;starty;starttime;endx;endy;endtime;box;operation
Vehicle0;910;100;137614;910;100;137616;B1072;PL
Vehicle0;910;100;137616;0;100;138528;B1091;PU
Vehicle2;750;100;137642;750;100;137644;B1000;PL
Vehicle2;750;100;137644;750;100;137646;B1157;PL
Vehicle2;750;100;137646;0;100;138398;B1015;PU
Vehicle1;920;100;138314;920;100;138316;B1010;PL
Vehicle1;920;100;138316;920;100;138318;B1111;PL
Vehicle1;920;100;138318;920;100;138320;B1188;PL
Vehicle1;920;100;138320;0;100;139242;B1087;PU
Vehicle2;0;100;138398;0;100;138400;B1034;PU
Vehicle2;0;100;138400;0;100;138402;B1115;PU
Vehicle2;0;100;138402;800;100;139204;B1115;PL
Vehicle0;0;100;138528;0;100;138530;B1122;PU
Vehicle0;0;100;138530;0;100;138532;B1193;PU
Vehicle0;0;100;138532;970;100;139504;B1193;PL
Vehicle2;800;100;139204;800;100;139206;B1015;PL
Vehicle2;800;100;139206;800;100;139208;B1034;PL
Vehicle2;800;100;139208;0;100;140010;B1099;PU
Vehicle1;0;100;139242;0;100;139244;B1200;PU
Vehicle1;0;100;139244;0;100;139246;B1206;PU
Vehicle1;0;100;139246;130;100;139378;B1206;PL
Vehicle1;130;100;139378;130;100;139380;B1087;PL
Vehicle1;130;100;139380;130;100;139382;B1200;PL
Vehicle1;130;100;139382;240;100;139494;B897;PU
Vehicle1;240;100;139494;710;100;139966;B897;PL
Vehicle0;970;100;139504;970;100;139506;B1091;PL
Vehicle0;970;100;139506;970;100;139508;B1122;PL
Vehicle0;970;100;139508;0;100;140480;B1066;PU
Vehicle1;710;100;139966;240;100;140438;B896;PU
Vehicle2;0;100;140010;0;100;140012;B1153;PU
Vehicle2;0;100;140012;0;100;140014;B1242;PU
Vehicle2;0;100;140014;860;100;140876;B1242;PL
Vehicle1;240;100;140438;160;100;140520;B896;PL
Vehicle0;0;100;140480;0;100;140482;B1208;PU
Vehicle0;0;100;140482;0;100;140484;B1222;PU
Vehicle0;0;100;140484;1020;100;141506;B1222;PL
Vehicle1;160;100;140520;240;100;140602;B895;PU
Vehicle1;240;100;140602;710;100;141074;B895;PL
Vehicle2;860;100;140876;860;100;140878;B1099;PL
Vehicle2;860;100;140878;860;100;140880;B1153;PL
Vehicle2;860;100;140880;0;100;141742;B1063;PU
Vehicle1;710;100;141074;0;100;141786;B1039;PU
Vehicle0;1020;100;141506;1020;100;141508;B1066;PL
Vehicle0;1020;100;141508;1020;100;141510;B1208;PL
Vehicle0;1020;100;141510;0;100;142532;B1022;PU
Vehicle2;0;100;141742;0;100;141744;B1179;PU
Vehicle2;0;100;141744;0;100;141746;B1229;PU
Vehicle2;0;100;141746;960;100;142708;B1229;PL
Vehicle1;0;100;141786;0;100;141788;B1123;PU
Vehicle1;0;100;141788;0;100;141790;B1124;PU
Vehicle1;0;100;141790;240;100;142032;B1124;PL
Vehicle1;240;100;142032;240;100;142034;B1039;PL
Vehicle1;240;100;142034;240;100;142036;B1123;PL
Vehicle1;240;100;142036;0;100;142278;B1053;PU
Vehicle1;0;100;142278;0;100;142280;B1141;PU
Vehicle1;0;100;142280;0;100;142282;B1166;PU
Vehicle1;0;100;142282;450;100;142734;B1166;PL
Vehicle0;0;100;142532;0;100;142534;B1147;PU
Vehicle0;0;100;142534;0;100;142536;B1202;PU
Vehicle0;0;100;142536;1060;100;143598;B1202;PL
Vehicle2;960;100;142708;960;100;142710;B1063;PL
Vehicle2;960;100;142710;960;100;142712;B1179;PL
Vehicle2;960;100;142712;0;100;143674;B1032;PU
Vehicle1;450;100;142734;450;100;142736;B1053;PL
Vehicle1;450;100;142736;450;100;142738;B1141;PL
Vehicle1;450;100;142738;730;100;143020;B452;PU
Vehicle1;730;100;143020;710;100;143042;B452;PL
Vehicle1;710;100;143042;730;100;143064;B508;PU
Vehicle1;730;100;143064;160;100;143636;B508;PL
Vehicle0;1060;100;143598;1060;100;143600;B1022;PL
Vehicle0;1060;100;143600;1060;100;143602;B1147;PL
Vehicle0;1060;100;143602;210;100;144454;B306;PU
Vehicle1;160;100;143636;730;100;144208;B506;PU
Vehicle2;0;100;143674;0;100;143676;B1073;PU
Vehicle2;0;100;143676;0;100;143678;B1177;PU
Vehicle2;0;100;143678;1010;100;144690;B1177;PL
Vehicle1;730;100;144208;710;100;144230;B506;PL
Vehicle1;710;100;144230;0;100;144942;B1006;PU
Vehicle0;210;100;144454;690;100;144936;B306;PL
Vehicle2;1010;100;144690;1010;100;144692;B1032;PL
Vehicle2;1010;100;144692;1010;100;144694;B1073;PL
Vehicle2;1010;100;144694;0;100;145706;B1042;PU
Vehicle0;690;100;144936;210;100;145418;B305;PU
Vehicle1;0;100;144942;0;100;144944;B1037;PU
Vehicle1;0;100;144944;0;100;144946;B1054;PU
Vehicle1;0;100;144946;730;100;145678;B1054;PL
Vehicle0;210;100;145418;870;100;146080;B305;PL
Vehicle1;730;100;145678;730;100;145680;B1006;PL
Vehicle1;730;100;145680;730;100;145682;B1037;PL
Vehicle1;730;100;145682;0;100;146414;B1013;PU
Vehicle2;0;100;145706;0;100;145708;B1052;PU
Vehicle2;0;100;145708;0;100;145710;B1176;PU
Vehicle2;0;100;145710;1050;100;146762;B1176;PL
Vehicle0;870;100;146080;0;100;146952;B1012;PU
Vehicle1;0;100;146414;0;100;146416;B1093;PU
Vehicle1;0;100;146416;0;100;146418;B1158;PU
Vehicle1;0;100;146418;770;100;147190;B1158;PL
Vehicle2;1050;100;146762;1050;100;146764;B1042;PL
Vehicle2;1050;100;146764;1050;100;146766;B1052;PL
Vehicle2;1050;100;146766;150;100;147668;B837;PU
Vehicle0;0;100;146952;0;100;146954;B1186;PU
Vehicle0;0;100;146954;210;100;147166;B1186;PL
Vehicle0;210;100;147166;210;100;147168;B1012;PL
Vehicle0;210;100;147168;300;100;147260;B976;PU
Vehicle1;770;100;147190;770;100;147192;B1013;PL
Vehicle1;770;100;147192;770;100;147194;B1093;PL
Vehicle1;770;100;147194;0;100;147966;B1049;PU
Vehicle0;300;100;147260;690;100;147652;B976;PL
Vehicle0;690;100;147652;300;100;148044;B975;PU
Vehicle2;150;100;147668;480;100;148000;B837;PL
Vehicle1;0;100;147966;0;100;147968;B1169;PU
Vehicle1;0;100;147968;0;100;147970;B1233;PU
Vehicle1;0;100;147970;850;100;148822;B1233;PL
Vehicle2;480;100;148000;150;100;148332;B834;PU
Vehicle0;300;100;148044;870;100;148616;B975;PL
Vehicle2;150;100;148332;790;100;148974;B834;PL
Vehicle0;870;100;148616;0;100;149488;B1070;PU
Vehicle1;850;100;148822;850;100;148824;B1049;PL
Vehicle1;850;100;148824;850;100;148826;B1169;PL
Vehicle1;850;100;148826;0;100;149678;B1155;PU
Vehicle2;790;100;148974;0;100;149766;B1083;PU
Vehicle0;0;100;149488;0;100;149490;B1139;PU
Vehicle0;0;100;149490;300;100;149792;B1139;PL
Vehicle1;0;100;149678;0;100;149680;B1178;PU
Vehicle1;0;100;149680;0;100;149682;B1183;PU
Vehicle1;0;100;149682;940;100;150624;B1183;PL
Vehicle2;0;100;149766;0;100;149768;B1230;PU
Vehicle2;0;100;149768;150;100;149920;B1230;PL
Vehicle0;300;100;149792;300;100;149794;B1070;PL
Vehicle0;300;100;149794;370;100;149866;B348;PU
Vehicle0;370;100;149866;690;100;150188;B348;PL
Vehicle2;150;100;149920;150;100;149922;B1083;PL
Vehicle2;150;100;149922;280;100;150054;B275;PU
Vehicle2;280;100;150054;480;100;150256;B275;PL
Vehicle0;690;100;150188;370;100;150510;B347;PU
Vehicle2;480;100;150256;280;100;150458;B369;PU
Vehicle2;280;100;150458;790;100;150970;B369;PL
Vehicle0;370;100;150510;870;100;151012;B347;PL
Vehicle1;940;100;150624;940;100;150626;B1155;PL
Vehicle1;940;100;150626;940;100;150628;B1178;PL
Vehicle1;940;100;150628;0;100;151570;B1055;PU
Vehicle2;790;100;150970;0;100;151762;B1033;PU
Vehicle0;870;100;151012;0;100;151884;B1036;PU
Vehicle1;0;100;151570;0;100;151572;B1191;PU
Vehicle1;0;100;151572;0;100;151574;B1224;PU
Vehicle1;0;100;151574;990;100;152566;B1224;PL
Vehicle2;0;100;151762;0;100;151764;B1062;PU
Vehicle2;0;100;151764;280;100;152046;B1062;PL
Vehicle0;0;100;151884;0;100;151886;B1047;PU
Vehicle0;0;100;151886;370;100;152258;B1047;PL
Vehicle2;280;100;152046;280;100;152048;B1033;PL
Vehicle2;280;100;152048;360;100;152130;B217;PU
Vehicle2;360;100;152130;480;100;152252;B217;PL
Vehicle2;480;100;152252;360;100;152374;B216;PU
Vehicle0;370;100;152258;370;100;152260;B1036;PL
Vehicle0;370;100;152260;440;100;152332;B243;PU
Vehicle0;440;100;152332;690;100;152584;B243;PL
Vehicle2;360;100;152374;790;100;152806;B216;PL
Vehicle1;990;100;152566;990;100;152568;B1055;PL
Vehicle1;990;100;152568;990;100;152570;B1191;PL
Vehicle1;990;100;152570;1030;100;152612;B484;PU
Vehicle0;690;100;152584;440;100;152836;B242;PU
Vehicle1;1030;100;152612;710;100;152934;B484;PL
Vehicle2;790;100;152806;0;100;153598;B1059;PU
Vehicle0;440;100;152836;870;100;153268;B242;PL
Vehicle1;710;100;152934;1030;100;153256;B519;PU
Vehicle1;1030;100;153256;160;100;154128;B519;PL
Vehicle0;870;100;153268;0;100;154140;B1065;PU
Vehicle2;0;100;153598;0;100;153600;B1195;PU
Vehicle2;0;100;153600;360;100;153962;B1195;PL
Vehicle2;360;100;153962;360;100;153964;B1059;PL
Vehicle2;360;100;153964;410;100;154016;B448;PU
Vehicle2;410;100;154016;790;100;154398;B448;PL
Vehicle1;160;100;154128;1030;100;155000;B517;PU
Vehicle0;0;100;154140;0;100;154142;B1240;PU
Vehicle0;0;100;154142;440;100;154584;B1240;PL
Vehicle2;790;100;154398;410;100;154780;B579;PU
Vehicle0;440;100;154584;440;100;154586;B1065;PL
Vehicle0;440;100;154586;0;100;155028;B1050;PU
Vehicle2;410;100;154780;590;100;154962;B579;PL
Vehicle2;590;100;154962;0;100;155554;B1159;PU
Vehicle1;1030;100;155000;710;100;155322;B517;PL
Vehicle0;0;100;155028;0;100;155030;B1078;PU
Vehicle0;0;100;155030;520;100;155552;B1078;PL
Vehicle1;710;100;155322;0;100;156034;B1069;PU
Vehicle0;520;100;155552;520;100;155554;B1050;PL
Vehicle0;520;100;155554;0;100;156076;B1007;PU
Vehicle2;0;100;155554;0;100;155556;B1223;PU
Vehicle2;0;100;155556;410;100;155968;B1223;PL
Vehicle2;410;100;155968;410;100;155970;B1159;PL
Vehicle2;410;100;155970;0;100;156382;B1009;PU
Vehicle1;0;100;156034;0;100;156036;B1174;PU
Vehicle1;0;100;156036;0;100;156038;B1249;PU
Vehicle1;0;100;156038;1030;100;157070;B1249;PL
Vehicle0;0;100;156076;0;100;156078;B1160;PU
Vehicle0;0;100;156078;620;100;156700;B1160;PL
Vehicle2;0;100;156382;0;100;156384;B1168;PU
Vehicle2;0;100;156384;510;100;156896;B1168;PL
Vehicle0;620;100;156700;620;100;156702;B1007;PL
Vehicle0;620;100;156702;0;100;157324;B1040;PU
Vehicle2;510;100;156896;510;100;156898;B1009;PL
Vehicle2;510;100;156898;0;100;157410;B1098;PU
Vehicle1;1030;100;157070;1030;100;157072;B1069;PL
Vehicle1;1030;100;157072;1030;100;157074;B1174;PL
Vehicle1;1030;100;157074;0;100;158106;B1017;PU
Vehicle0;0;100;157324;0;100;157326;B1241;PU
Vehicle0;0;100;157326;670;100;157998;B1241;PL
Vehicle2;0;100;157410;0;100;157412;B1127;PU
Vehicle2;0;100;157412;600;100;158014;B1127;PL
Vehicle0;670;100;157998;670;100;158000;B1040;PL
Vehicle0;670;100;158000;0;100;158672;B1084;PU
Vehicle2;600;100;158014;600;100;158016;B1098;PL
Vehicle2;600;100;158016;0;100;158618;B1035;PU
Vehicle1;0;100;158106;0;100;158108;B1119;PU
Vehicle1;0;100;158108;120;100;158230;B1119;PL
Vehicle1;120;100;158230;120;100;158232;B1017;PL
Vehicle1;120;100;158232;0;100;158354;B1082;PU
Vehicle1;0;100;158354;0;100;158356;B1205;PU
Vehicle1;0;100;158356;260;100;158618;B1205;PL
Vehicle1;260;100;158618;260;100;158620;B1082;PL
Vehicle2;0;100;158618;0;100;158620;B1154;PU
Vehicle1;260;100;158620;330;100;158692;B289;PU
Vehicle2;0;100;158620;650;100;159272;B1154;PL
Vehicle0;0;100;158672;0;100;158674;B1217;PU
Vehicle0;0;100;158674;720;100;159396;B1217;PL
Vehicle1;330;100;158692;710;100;159074;B289;PL
Vehicle1;710;100;159074;330;100;159456;B287;PU
Vehicle2;650;100;159272;650;100;159274;B1035;PL
Vehicle2;650;100;159274;0;100;159926;B1080;PU
Vehicle0;720;100;159396;720;100;159398;B1084;PL
Vehicle0;720;100;159398;0;100;160120;B1095;PU
Vehicle1;330;100;159456;160;100;159628;B287;PL
Vehicle1;160;100;159628;0;100;159790;B1088;PU
Vehicle1;0;100;159790;0;100;159792;B1237;PU
Vehicle1;0;100;159792;330;100;160124;B1237;PL
Vehicle2;0;100;159926;0;100;159928;B1145;PU
Vehicle2;0;100;159928;700;100;160630;B1145;PL
Vehicle0;0;100;160120;0;100;160122;B1110;PU
Vehicle0;0;100;160122;1080;100;161204;B1110;PL
Vehicle1;330;100;160124;330;100;160126;B1088;PL
Vehicle1;330;100;160126;0;100;160458;B1097;PU
Vehicle1;0;100;160458;0;100;160460;B1136;PU
Vehicle1;0;100;160460;380;100;160842;B1136;PL
Vehicle2;700;100;160630;700;100;160632;B1080;PL
Vehicle2;700;100;160632;0;100;161334;B1089;PU
Vehicle1;380;100;160842;380;100;160844;B1097;PL
Vehicle1;380;100;160844;0;100;161226;B1086;PU
Vehicle0;1080;100;161204;1080;100;161206;B1095;PL
Vehicle0;1080;100;161206;0;100;162288;B1130;PU
Vehicle1;0;100;161226;0;100;161228;B1213;PU
Vehicle1;0;100;161228;470;100;161700;B1213;PL
Vehicle2;0;100;161334;0;100;161336;B1231;PU
Vehicle2;0;100;161336;900;100;162238;B1231;PL
Vehicle1;470;100;161700;470;100;161702;B1086;PL
Vehicle1;470;100;161702;0;100;162174;B1038;PU
Vehicle1;0;100;162174;0;100;162176;B1150;PU
Vehicle1;0;100;162176;580;100;162758;B1150;PL
Vehicle2;900;100;162238;900;100;162240;B1089;PL
Vehicle2;900;100;162240;0;100;163142;B1023;PU
Vehicle0;0;100;162288;290;100;162580;B1130;PL
Vehicle0;290;100;162580;0;100;162872;B1226;PU
Vehicle1;580;100;162758;580;100;162760;B1038;PL
Vehicle1;580;100;162760;0;100;163342;B1044;PU
Vehicle0;0;100;162872;430;100;163304;B1226;PL
Vehicle2;0;100;163142;220;100;163364;B1023;PL
Vehicle0;430;100;163304;0;100;163736;B1081;PU
Vehicle1;0;100;163342;0;100;163344;B1132;PU
Vehicle1;0;100;163344;630;100;163976;B1132;PL
Vehicle2;220;100;163364;0;100;163586;B1232;PU
Vehicle2;0;100;163586;400;100;163988;B1232;PL
Vehicle0;0;100;163736;560;100;164298;B1081;PL
Vehicle1;630;100;163976;630;100;163978;B1044;PL
Vehicle1;630;100;163978;0;100;164610;B1011;PU
Vehicle2;400;100;163988;0;100;164390;B1027;PU
Vehicle0;560;100;164298;840;100;164580;B745;PU
Vehicle2;0;100;164390;550;100;164942;B1027;PL
Vehicle0;840;100;164580;690;100;164732;B745;PL
Vehicle1;0;100;164610;0;100;164612;B1064;PU
Vehicle1;0;100;164612;680;100;165294;B1064;PL
Vehicle0;690;100;164732;0;100;165424;B1192;PU
Vehicle2;550;100;164942;0;100;165494;B1171;PU
Vehicle1;680;100;165294;680;100;165296;B1011;PL
Vehicle1;680;100;165296;820;100;165438;B256;PU
Vehicle0;0;100;165424;840;100;166266;B1192;PL
Vehicle1;820;100;165438;710;100;165550;B256;PL
Vehicle2;0;100;165494;810;100;166306;B1171;PL
Vehicle1;710;100;165550;820;100;165662;B253;PU
Vehicle1;820;100;165662;160;100;166324;B253;PL
Vehicle2;810;100;166306;0;100;167118;B1165;PU
Vehicle1;160;100;166324;0;100;166486;B1029;PU
Vehicle1;0;100;166486;0;100;166488;B1102;PU
Vehicle1;0;100;166488;820;100;167310;B1102;PL
Vehicle2;0;100;167118;930;100;168050;B1165;PL
Vehicle1;820;100;167310;820;100;167312;B1029;PL
Vehicle1;820;100;167312;0;100;168134;B1203;PU
Vehicle2;930;100;168050;0;100;168982;B1018;PU
Vehicle1;0;100;168134;170;100;168306;B1203;PL
Vehicle1;170;100;168306;0;100;168478;B1041;PU
Vehicle1;0;100;168478;310;100;168790;B1041;PL
Vehicle1;310;100;168790;0;100;169102;B1002;PU
Vehicle2;0;100;168982;980;100;169964;B1018;PL
Vehicle1;0;100;169102;490;100;169594;B1002;PL
Vehicle1;490;100;169594;0;100;170086;B1075;PU
Vehicle2;980;100;169964;0;100;170946;B1185;PU
Vehicle1;0;100;170086;610;100;170698;B1075;PL
Vehicle1;610;100;170698;0;100;171310;B1235;PU
Vehicle2;0;100;170946;1070;100;172018;B1185;PL
Vehicle1;0;100;171310;890;100;172202;B1235;PL
Vehicle1;890;100;172202;0;100;173094;B1107;PU
Vehicle1;0;100;173094;950;100;174046;B1107;PL
Vehicle1;950;100;174046;0;100;174998;B1218;PU
Vehicle1;0;100;174998;1000;100;176000;B1218;PL
Vehicle1;1000;100;176000;0;100;177002;B1228;PU
Vehicle1;0;100;177002;1090;100;178094;B1228;PL
